timestamp,Resistance,Interval,Temperature
1557276754700,973,0.862784,33.41
1557277175900,3240,0.796416,33.7
1557278018200,4113,0.199104,33.88
1557278228800,3100,0.796416,32.83
1557279341800,633,0.91256,31.66
1557279402000,488,0.680272,31.18
1557279823100,2153,0.232288,32.52
1557279853200,1378,0.862784,32.42
1557279943400,659,0.779824,32.04
1557280364600,1983,0.74664,32.72
1557280665500,1728,0.846192,32.75
1557281417500,1505,0.813008,33.9
1557281537800,1485,0.564128,33.85
1557281718300,1439,0.713456,33.99
1557281808500,1429,0.530944,34.06
1557282049200,1385,0.696864,34.24
1557282470300,1329,0.895968,34.46
1557282500400,1325,1.045296,34.49
1557283402900,1274,1.045296,34.97
1557283553300,1280,1.095072,35.08
1557283824000,1266,0.962336,35.25
1557284185000,1267,1.061888,35.4
1557284365500,1271,1.111664,35.06
1557284786700,1257,0.962336,35.15
1557285027300,1245,1.111664,34.9
1557286230600,1171,1.028704,33.99
1557286350900,1145,0.895968,33.74
1557286952600,1143,1.045296,32.07
1557287343600,1146,1.061888,31.91
1557287885100,1140,1.045296,31.86
1557288035500,1138,1.111664,31.84
1557288185900,1135,1.028704,31.86
1557289509500,168,0.564128,31.99
1557289629900,193,0.481168,31.56
1557289780300,160,0.530944,31.51
1557290171300,308,0.514352,32.09
1557290291700,232,0.99552,32.09
1557290712800,325,0.713456,32.56
1557290863200,392,0.74664,32.85
1557291043700,364,0.680272,32.92
1557291434800,631,0.8296,33.55
1557291916100,582,0.879376,34.1
1557292577900,600,0.680272,34.07
1557292608000,626,0.199104,34.06
1557292908800,691,0.895968,33.78
1557293119400,1142,0.696864,33.8
1557293540500,1536,0.149328,34.11
1557294924300,2549,0.846192,34.25
1557303556500,176,0.696864,29.68
1557304368700,176,0.8296,29.43
1557306203700,265,0.680272,29.76
1557308700500,535,0.8296,32.2
1557308881000,528,0.763232,32.53
1557309211900,592,0.696864,32.53
1557309362300,577,0.597312,32.64
1557309693200,571,0.630496,32.28
1557312520900,7752,0.929152,30.17
1557312671300,2410,0.613904,31.05
1557312791600,1517,0.680272,31.37
1557312881900,2058,0.696864,31.59
1557313122500,2268,0.713456,31.85
1557313152600,3149,0.680272,31.85
1557313814400,2589,0.779824,32.17
1557313844500,2274,0.796416,32.19
1557314175400,3079,0.713456,31.74
1557314295700,3428,0.713456,31.81
1557314355900,2589,0.680272,31.96
1557314777000,1840,0.696864,32.32
1557314807100,2897,0.813008,32.26
1557314927500,2098,0.680272,32.22
1557314987600,1886,0.763232,32.18
