timestamp,Resistance,Interval,Temperature
1557281278700,5032,0.91256,34.46
1557281429100,4603,0.862784,34.52
1557281549400,4319,0.91256,34.53
1557281579500,5884,1.07848,34.52
1557281669700,3566,0.895968,34.69
1557281910400,3496,0.99552,34.73
1557281970600,3447,0.879376,34.68
1557282301500,3188,1.045296,34.5
1557282602300,3000,1.028704,34.56
1557283023400,2754,0.66368,33.78
1557283083600,3399,0.879376,33.61
1557283113700,2740,0.66368,33.57
1557283414500,1276,0.978928,33.0
1557283745400,825,0.464576,30.93
1557283865700,631,0.4148,30.57
1557284136500,608,0.49776,31.26
1557284377100,361,0.597312,30.45
1557285008800,347,0.74664,31.33
1557285399900,314,0.696864,31.87
1557285760900,352,0.66368,32.09
1557285881200,387,0.779824,32.15
1557286482800,531,0.647088,32.06
1557286543000,536,0.696864,32.01
1557286904000,571,0.116144,31.83
1557287174800,613,0.116144,31.74
1557287265000,647,0.630496,31.72
1557287716200,689,0.613904,31.48
1557287746300,687,0.929152,31.49
1557288378000,758,0.597312,30.37
1557288498300,649,0.730048,30.43
1557288528400,661,0.730048,30.47
1557289160200,317,0.58072,30.05
1557289310600,349,0.680272,30.46
1557289340600,346,0.680272,30.57
1557289430900,386,0.4148,30.91
1557289491000,411,0.99552,31.02
1557290303200,423,0.613904,33.03
1557290363400,436,0.74664,33.15
1557290393500,428,0.74664,33.16
1557290995200,753,0.66368,33.09
1557291025300,667,0.647088,33.11
1557291386200,697,0.730048,33.18
1557291687000,773,0.696864,33.23
1557291897600,677,0.763232,33.5
1557292017900,698,0.74664,33.53
1557292048000,711,0.4148,33.53
1557292138200,579,0.58072,33.56
1557292469200,763,0.763232,32.74
1557292649600,805,0.74664,32.8
1557292709800,808,0.696864,32.8
1557292890300,889,0.929152,32.77
1557292950400,891,0.796416,32.68
1557293040700,845,0.8296,32.68
1557293702500,715,1.128256,32.73
1557294003300,833,0.779824,33.0
1557294244000,853,0.730048,32.78
1557295236700,995,0.514352,32.31
1557295326900,1018,1.012112,32.37
1557295477300,1024,0.91256,32.51
1557295507500,1040,0.929152,32.52
1557295657800,1057,0.514352,32.58
1557295748100,1071,1.012112,32.59
1557295898500,1080,0.846192,32.55
1557296680600,1181,1.128256,32.63
1557296740800,1196,0.763232,32.65
1557296800900,1175,0.647088,32.71
1557296861100,1181,0.846192,32.69
1557297192000,1196,0.730048,32.82
1557297462700,1214,0.763232,32.83
1557298214800,1259,0.796416,32.29
1557298274900,1250,0.796416,32.12
1557298726200,1273,0.630496,31.15
1557302908000,253,0.33184,30.25
1557302998200,231,0.74664,30.14
1557303690100,401,0.779824,30.6
1557303780300,341,0.597312,30.86
1557303930800,351,0.564128,31.23
1557304051100,500,0.696864,29.99
1557304652800,375,0.630496,29.86
1557305344600,611,0.564128,31.13
1557305374700,684,0.846192,30.84
1557305856000,886,0.895968,29.89
1557306006400,944,1.061888,29.74
1557306247100,979,0.58072,30.79
1557306547900,1022,0.613904,31.43
1557306878800,1120,0.630496,31.89
1557307029200,1130,0.779824,32.04
1557307691000,684,1.128256,31.91
1557308021900,787,0.613904,32.24
1557308262600,713,0.58072,32.91
1557308533300,797,0.530944,32.76
1557309074800,781,0.879376,33.09
1557309405700,943,0.796416,32.66
1557309766700,1042,0.713456,33.27
1557310338200,1176,0.58072,32.86
1557310398400,1254,0.530944,32.86
1557310548800,1396,1.045296,32.81
1557310578900,1278,0.49776,32.68
1557311030100,1571,0.49776,31.0
1557311060200,1598,0.547536,30.97
1557311240700,1544,0.713456,30.7
1557311571600,1520,0.630496,30.4
1557311842300,1610,0.846192,30.45
1557312083000,1981,0.962336,30.54
1557312534200,1860,1.045296,30.28
1557312594400,2086,1.111664,30.25
1557312774900,2313,0.58072,30.54
1557320787600,7865,0.547536,33.27
1557321931400,5150,0.597312,32.88
1557322081800,2792,0.647088,32.68
1557323285100,2757,0.696864,34.04
1557323375400,2723,0.630496,33.62
1557323886800,2856,0.74664,32.68
1557324849300,2813,0.647088,32.29
1557327496500,1965,0.630496,33.05
1557327917700,2018,0.613904,34.09
1557328338800,2054,0.66368,34.47
1557328519300,2043,0.680272,34.42
1557329121000,2031,0.66368,34.28
1557329512000,1994,0.66368,34.53
1557330023400,1934,0.647088,34.87
1557330504700,1856,0.66368,35.12
1557331497400,1769,0.647088,35.55
1557333001500,1555,0.630496,35.08
1557333843800,1153,0.66368,35.04
1557333994200,1229,0.66368,35.11
1557334505600,1274,0.680272,35.26
1557367934500,3946,0.763232,29.77
1557369377300,602,0.8296,32.4
1557369437500,588,0.530944,32.54
1557369497700,603,0.730048,32.52
1557369557800,633,0.779824,32.55
1557369587900,550,0.730048,32.57
1557369708200,668,0.730048,32.75
1557369738300,605,0.613904,32.8
1557370128400,1136,1.178032,31.07
1557370970700,969,0.24888,31.45
1557371271500,1044,0.647088,31.98
1557371301600,961,0.680272,32.09
1557371391800,863,0.530944,32.34
1557371782900,520,0.962336,32.2
1557371993500,510,0.713456,31.7
1557372113800,811,0.647088,31.76
1557372143900,707,0.66368,31.91
1557372745500,631,0.597312,32.29
1557373437400,1025,0.66368,32.44
1557373467500,1043,0.647088,32.43
1557373587800,1105,0.730048,32.58
1557374249600,1403,0.813008,32.91
1557374640700,1617,0.66368,32.64
1557374700900,1585,0.8296,32.78
1557375603300,3192,0.66368,33.9
1557375813900,2953,0.862784,33.99
1557376596000,1634,0.049776,34.94
1557376626100,1696,0.713456,34.91
1557377077300,2327,0.66368,34.72
1557377318000,2114,0.613904,34.74
1557377438300,2110,0.846192,34.62
1557377739500,1536,0.647088,34.62
1557378280600,2357,0.74664,34.56
1557378370800,2376,0.696864,34.61
1557378731800,2399,0.597312,34.62
1557378792100,2401,0.630496,34.66
1557378882200,1976,0.66368,34.67
1557378912300,1946,0.680272,34.67
1557379122900,2002,0.647088,34.52
1557379303400,2100,0.564128,34.62
1557379574100,2365,1.061888,34.6
1557379604200,2360,0.514352,34.59
1557380115600,2308,0.929152,34.72
1557381619700,1373,0.630496,34.89
1557381920500,667,0.116144,34.95
1557382401800,1123,0.879376,34.97
1557382913200,1354,0.713456,35.09
1557382943400,1375,0.680272,35.12
1557382973400,1382,0.730048,35.14
1557383214200,1349,0.962336,35.12
1557383244100,1377,0.564128,35.12
1557383304300,1392,0.680272,35.15
1557383725800,1205,0.58072,35.11
1557383905900,1579,0.647088,34.97
1557393724100,7752,0.630496,30.33
1557395559100,353,0.547536,31.54
1557396040400,403,0.74664,31.78
1557396281100,383,0.613904,31.96
1557396852600,503,0.680272,31.48
1557397033100,524,0.713456,31.17
1557397063200,528,0.66368,31.13
1557397424200,586,0.713456,30.89
1557397604700,593,0.713456,30.76
1557398416900,835,0.763232,31.08
1557398537200,872,0.647088,31.22
1557398747800,923,0.4148,31.53
1557399229200,1262,1.028704,31.42
1557399289400,1354,0.74664,31.52
1557399710500,1364,0.564128,31.63
1557400191800,1324,0.74664,32.29
1557400252000,1367,1.045296,32.18
1557400282100,1406,0.763232,31.98
1557400342200,1449,0.99552,31.77
1557400372300,1505,0.978928,31.78
1557401665800,1547,0.796416,31.95
1557401756100,1540,0.730048,32.04
1557402177200,1528,0.613904,32.2
1557402237400,1637,0.713456,32.2
1557402327600,1542,0.730048,32.2
1557416883900,4936,0.66368,32.94
1557416944100,4237,0.265472,33.6
1557417004200,2875,0.730048,35.04
1557417395300,906,1.095072,33.88
1557417575800,565,0.978928,33.87
1557417936800,509,0.862784,34.0
1557418568500,477,0.730048,34.11
1557419049800,796,0.74664,34.53
1557420253100,1299,0.763232,34.63
1557421185600,1640,0.813008,34.47
1557421366100,1654,0.846192,34.38
1557421546600,1564,0.779824,34.45
1557421757200,1580,0.862784,34.59
1557421817400,1587,0.895968,34.58
1557422027900,1623,0.879376,34.58
1557422328700,1613,0.813008,34.61
1557422449000,1114,0.8296,34.69
1557422539300,1569,0.813008,34.66
1557422569400,1577,0.779824,34.66
1557422719800,1579,0.846192,34.69
1557423080800,1666,0.796416,34.56
1557423291400,1834,0.879376,34.38
1557423652300,1807,0.879376,34.53
1557423712500,1809,0.91256,34.56
1557424103600,1818,0.978928,34.56
1557424855600,1817,0.91256,34.59
1557425697900,1813,0.895968,34.62
1557425728000,1813,0.895968,34.65
1557426179200,1807,0.862784,34.72
1557426480000,1714,0.91256,34.75
1557427171900,1612,0.813008,34.65
1557427623200,1723,0.796416,34.52
1557428194700,1752,0.8296,34.5
1557428555700,1496,0.879376,34.47
1557428676000,1452,0.945744,34.49
1557429006900,1289,0.879376,34.53
1557429277700,1167,0.713456,34.52
1557429879300,681,0.91256,34.24
1557430059800,655,0.929152,34.27
1557430360600,600,0.91256,34.28
1557431533800,1071,0.597312,33.95
