,timestamp,Resistance,Interval,Temperature
0,1557978718260,178,0.962336,33.43
1,1557978737451,169,0.66368,33.48
2,1557978769856,169,0.033184,33.59
3,1557981891068,129,0.514352,33.32
4,1557982012874,144,0.696864,32.98
5,1557982052452,151,0.713456,32.86
6,1557982081854,155,0.613904,32.71
7,1557982108853,147,0.49776,32.71
8,1557982134654,148,0.49776,32.82
9,1557982168852,169,0.895968,32.95
10,1557982263653,170,0.696864,33.31
11,1557982290052,178,0.730048,33.41
12,1557982371663,176,0.696864,33.66
13,1557982465862,170,0.481168,34.0
14,1557982617703,147,0.8296,34.15
15,1557982705144,132,0.680272,34.77
16,1558168423810,1144,0.962336,31.08
17,1558249448125,213,0.464576,32.6
18,1558251102318,278,0.464576,31.5
19,1558254682511,254,0.182512,33.93
20,1558268231821,2379,0.74664,34.91
21,1558268620883,1813,0.730048,34.7
22,1558269494462,1046,0.779824,34.02
23,1558348780224,192,0.895968,30.8
