,timestamp,Resistance,Interval,Temperature
0,1557982156200,20005,0.66368,33.32
1,1557982998500,11799,0.713456,32.84
2,1557984472400,28049,0.862784,32.75
3,1557989676700,3271,0.696864,33.61
4,1557989887300,3708,0.58072,32.93
5,1557990519000,11641,0.895968,32.44
6,1557991180800,4572,0.91256,32.84
7,1557991662100,3019,0.91256,32.77
8,1557996535400,503,1.260992,32.22
9,1557997046700,827,0.978928,33.84
10,1558002671800,2637,0.713456,34.87
11,1558002792000,2893,0.713456,34.54
12,1558002942400,3681,0.730048,34.55
13,1558003002600,3612,0.730048,34.55
14,1558003153000,3520,0.796416,34.62
15,1558003634300,5954,0.514352,34.12
16,1558005138500,116,0.763232,33.73
17,1558005950600,340330,0.813008,31.87
18,1558006281500,1080,0.879376,32.21
19,1558006311600,823,0.763232,32.37
20,1558006462000,2047,0.66368,32.31
21,1558007454700,748,0.630496,31.5
22,1558007966100,2996,1.07848,32.02
23,1558009831200,682,0.66368,32.23
24,1558010132000,1314,0.796416,32.65
25,1558010162100,1281,0.763232,32.72
26,1558010462900,6670,0.215696,31.5
27,1558064076100,3481,0.929152,31.4
28,1558064858200,7445,0.862784,32.97
29,1558065219200,5803,0.74664,33.11
30,1558065399700,5564,0.763232,33.34
31,1558066061500,3623,0.8296,33.84
32,1558068211100,340330,0.813008,32.55
33,1558068572100,340330,0.630496,32.99
34,1558068872900,340330,0.49776,32.74
35,1558069053400,340330,0.597312,32.6
36,1558069233900,340330,0.730048,32.47
37,1558069294100,340330,0.647088,32.43
38,1558069384300,340330,0.696864,32.34
39,1558069444500,340330,0.713456,32.3
40,1558069594900,340330,0.630496,32.17
41,1558069685100,340330,0.547536,32.09
42,1558069865600,340330,0.282064,32.07
43,1558069895700,340330,0.613904,32.13
44,1558070076200,340330,0.58072,32.63
45,1558070617700,340330,0.58072,33.8
46,1558070888400,340330,0.846192,34.1
47,1558071068900,340330,0.447984,34.19
48,1558071279500,340330,0.530944,34.37
49,1558072091700,340330,0.763232,34.65
50,1558072332300,340330,0.647088,34.59
51,1558072603100,340330,0.647088,34.46
52,1558073054300,340330,0.846192,34.09
53,1558073926700,340330,0.813008,33.66
54,1558073986900,340330,0.4148,33.64
55,1558074077100,340330,0.365024,33.65
56,1558074197400,340330,0.530944,33.63
57,1558074227500,340330,0.530944,33.63
58,1558074257600,340330,0.597312,33.63
59,1558074468200,340330,0.365024,33.44
60,1558074618600,340330,0.879376,33.31
61,1558074678700,340330,0.49776,33.27
62,1558074708800,340330,0.099552,33.26
63,1558075761700,2900,0.132736,33.82
64,1558075791800,17962,0.613904,33.7
65,1558075942200,340330,0.647088,32.71
66,1558076243000,1154,0.398208,32.15
67,1558076273100,834,0.547536,32.01
68,1558077235700,461,0.91256,31.44
69,1558077476400,361,0.796416,31.5
70,1558077807300,553,0.846192,31.61
71,1558078078000,2022,0.813008,31.11
72,1558078619500,587,0.763232,31.5
73,1558079431700,6627,0.796416,31.86
74,1558079522000,340330,0.763232,31.75
75,1558079882900,2580,0.763232,31.78
76,1558079943100,4305,0.182512,31.72
77,1558080003300,6236,0.696864,31.46
78,1558080243900,5736,0.49776,30.93
