,timestamp,Resistance,Interval,Temperature
0,1556591644400,340330,0.929152,31.38
1,1556592697300,340330,0.945744,32.03
2,1556593584000,340330,0.813008,31.7
3,1556593990800,340330,0.74664,27.85
4,1556594201400,340330,0.91256,27.33
5,1556594502300,340330,0.779824,29.49
6,1556594652700,340330,0.033184,30.98
7,1556595164100,340330,0.713456,33.7
8,1556595344600,340330,0.447984,34.17
9,1556596367400,340330,0.763232,33.26
10,1556596848700,194048,0.66368,30.47
11,1556597029200,1719,0.696864,29.75
12,1556597330000,860,0.945744,29.78
13,1556597841400,2095,0.298656,30.2
14,1556598804000,3027,0.846192,30.68
15,1556598984500,2972,0.978928,30.68
16,1556599345500,2227,0.796416,30.58
17,1556600187800,2316,0.91256,30.29
18,1556600849600,2215,0.74664,30.47
19,1556601421400,2349,0.530944,30.17
20,1556601481300,2319,0.66368,29.96
21,1556602353700,1070,0.74664,30.47
22,1556602654500,1327,1.061888,30.79
23,1556603797600,1618,0.696864,32.12
24,1556604008200,1639,0.813008,31.99
25,1556605151300,1585,0.813008,31.36
26,1556605482200,1473,0.8296,32.29
27,1556606023700,1700,0.895968,30.99
28,1556607467600,1579,0.796416,32.06
29,1556607828600,1622,0.978928,31.93
30,1556607979000,1534,0.779824,32.15
31,1556608640800,1595,0.813008,32.95
32,1556608791200,1584,0.879376,33.19
33,1556612491300,2908,0.613904,31.36
34,1556613845000,1846,0.779824,32.26
35,1556614356400,1978,0.4148,31.66
36,1556614807600,2112,0.978928,31.57
37,1556615860500,2365,0.929152,31.3
38,1556616371900,2927,0.647088,30.71
39,1556616702800,2527,0.74664,29.65
40,1556617484900,2497,0.862784,29.19
41,1556618146700,2031,0.895968,28.55
42,1556618658100,1929,0.813008,29.29
43,1556619169500,1934,0.846192,29.48
44,1556620312600,2000,0.282064,29.65
45,1556621004500,1934,0.962336,29.66
46,1556621967100,2768,0.74664,28.33
47,1556622508800,3385,0.099552,27.28
48,1556625667500,340330,0.232288,26.73
49,1556626750400,612,0.978928,26.59
50,1556626810600,485,0.779824,26.9
51,1556627111400,295,1.028704,28.81
52,1556627141500,313,0.431392,28.89
53,1556631834600,340330,0.033184,34.72
54,1556631924800,340330,0.779824,34.91
55,1556632917500,340330,0.796416,35.24
56,1556634332000,340330,0.298656,34.26
57,1556634392000,340330,0.547536,34.3
58,1556634422000,340330,0.813008,34.27
59,1556634453200,340330,0.4148,34.26
60,1556634482000,340330,0.713456,34.29
61,1556634513200,340330,0.464576,34.27
62,1556634572600,340330,0.33184,34.28
63,1556634602600,340330,0.514352,34.27
64,1556634632600,340330,0.49776,34.26
65,1556634693200,340330,0.530944,34.26
66,1556634722600,340330,0.464576,34.27
67,1556634752600,340330,0.447984,34.25
68,1556634783200,340330,0.481168,34.25
69,1556634813200,340330,0.431392,34.24
70,1556634843200,340330,0.796416,34.22
71,1556634873200,340330,0.564128,34.23
72,1556634903200,340330,0.232288,34.21
73,1556634933200,340330,0.630496,34.19
74,1556634963200,340330,0.447984,34.19
75,1556634993800,340330,0.49776,34.18
76,1556635023800,340330,0.763232,34.16
77,1556635053800,340330,0.547536,34.14
78,1556635083800,340330,0.647088,34.14
79,1556635113800,340330,0.613904,34.11
80,1556635143800,340330,0.696864,34.1
81,1556635173800,340330,0.680272,34.08
82,1556635204400,340330,0.431392,34.07
83,1556635234400,340330,0.547536,34.05
84,1556635264400,340330,0.630496,34.02
85,1556635294400,340330,0.58072,34.0
86,1556635324400,340330,0.447984,33.98
87,1556635354400,340330,0.696864,33.96
88,1556635384400,340330,0.879376,33.95
89,1556635414400,340330,0.4148,33.93
90,1556635445000,340330,0.66368,33.9
91,1556635475600,340330,0.74664,33.89
92,1556635505000,340330,0.613904,33.85
93,1556635535000,340330,0.696864,33.85
94,1556635565000,340330,0.282064,33.87
95,1556635595000,340330,0.779824,33.86
96,1556635625600,340330,0.514352,33.86
97,1556635655600,340330,0.365024,33.85
98,1556635685600,340330,0.514352,33.85
99,1556635715600,340330,0.613904,33.83
100,1556635745600,340330,0.613904,33.8
101,1556635775600,340330,0.49776,33.78
102,1556635805600,340330,0.530944,33.74
103,1556635835600,340330,0.315248,33.72
104,1556635866200,340330,0.630496,33.68
105,1556635896200,340330,0.58072,33.66
106,1556635926200,340330,0.315248,33.61
107,1556635986200,340330,0.564128,33.55
108,1556636016200,340330,0.730048,33.51
109,1556636046800,340330,0.265472,33.49
110,1556636076200,340330,0.447984,33.45
111,1556636106800,340330,0.49776,33.42
112,1556636137400,340330,0.763232,33.38
113,1556636166800,340330,0.879376,33.36
114,1556636196800,340330,0.66368,33.34
115,1556636227400,340330,0.464576,33.3
116,1556636257400,340330,0.398208,33.27
117,1556636287400,340330,0.547536,33.23
118,1556636348600,340330,0.680272,33.11
119,1556636378000,340330,0.696864,33.05
120,1556636408000,340330,0.8296,33.0
121,1556636438000,340330,0.763232,32.91
122,1556636468000,340330,0.74664,32.79
123,1556636528600,340330,0.4148,32.19
124,1556636558600,340330,0.696864,31.93
125,1556636588600,340330,0.49776,31.71
126,1556636618600,340330,0.530944,31.53
127,1556636738600,340330,0.713456,30.91
128,1556636769200,340330,0.879376,30.79
129,1556636799200,340330,0.398208,30.65
130,1556696578200,635,0.74664,32.29
131,1556696698500,660,0.8296,32.23
132,1556696728600,646,1.061888,32.2
133,1556696758700,642,0.74664,32.24
134,1556697450600,654,0.813008,31.49
135,1556697751400,693,1.16144,31.49
136,1556698112400,665,0.8296,31.75
137,1556698232700,667,0.813008,31.72
138,1556698623800,474,0.813008,32.03
139,1556699285600,380,0.8296,32.0
140,1556699436000,293,0.696864,31.86
141,1556700639300,434,0.613904,30.58
142,1556700970200,346,0.713456,30.86
143,1556701451500,350,0.763232,31.67
144,1556701632000,401,0.813008,30.22
145,1556701752300,423,0.530944,29.58
146,1556701902700,424,0.895968,29.03
147,1556702083200,376,0.846192,29.63
148,1556702263700,336,0.978928,30.3
149,1556702443400,262,0.630496,30.73
