,timestamp,Resistance,Interval,Temperature,Timestamp,confidence,type,OldTimestamp,ActivityScore
0,1557544954800,307,0.895968,33.68,2019-05-11 03:22:34.800,0.87,ON_BICYCLE,29760,0.8
1,1557550038300,972,0.696864,33.71,2019-05-11 04:47:18.300,0.96,STILL,31558,0.0
