,timestamp,Resistance,Interval,Temperature,Timestamp,confidence,type,OldTimestamp,ActivityScore
0,1557989676700,3271,0.696864,33.61,2019-05-16 06:54:36.700,0.93,ON_FOOT,1619,0.1
1,1557989676700,3271,0.696864,33.61,2019-05-16 06:54:36.700,0.93,WALKING,1620,0.5
2,1558007454700,748,0.630496,31.5,2019-05-16 11:50:54.700,0.99,STILL,4110,0.0
3,1558341985800,8592,0.779824,34.18,2019-05-20 08:46:25.800,0.99,STILL,21579,0.0
