,timestamp,Resistance,Interval,Temperature,Timestamp,confidence,type,OldTimestamp,ActivityScore
0,1558153422400,184,0.763232,30.33,2019-05-18 04:23:42.400,0.95,IN_VEHICLE,23169,
1,1558175923600,137,0.66368,31.44,2019-05-18 10:38:43.600,1.0,TILTING,29954,
2,1558351743100,723,0.862784,31.2,2019-05-20 11:29:03.100,0.99,STILL,50023,0.0
