,timestamp,Resistance,Interval,Temperature,Timestamp,confidence,type,OldTimestamp,ActivityScore
0,1556766047500,1232,0.481168,34.48,2019-05-02 03:00:47.500,0.77,STILL,19012,0.0
1,1556857160400,387,0.265472,32.86,2019-05-03 04:19:20.400,1.0,TILTING,26843,
