,timestamp,Resistance,Interval,Temperature,Timestamp,confidence,type,OldTimestamp,ActivityScore
0,1556875566300,395,0.514352,30.05,2019-05-03 09:26:06.300,0.54,IN_VEHICLE,7889,
1,1557033738300,1041,0.929152,32.64,2019-05-05 05:22:18.300,1.0,STILL,12075,0.0
