timestamp,Resistance,Interval,Temperature
1556593368700,3457,0.713456,29.66
1556594361400,554,0.862784,30.18
1556594391500,589,0.547536,30.28
1556594511800,757,0.547536,30.82
1556594602100,872,0.613904,31.12
1556594963100,1359,0.530944,32.07
1556595203700,1561,0.895968,31.69
1556595474500,1377,0.647088,32.16
1556595895600,1608,0.530944,33.21
1556595925700,1598,0.547536,33.3
1556595955800,1590,0.547536,33.37
1556596015900,1594,0.514352,33.51
1556596076100,1607,0.564128,33.65
1556596166400,1587,0.713456,33.84
1556596527300,1592,0.514352,34.48
1556596647700,1622,0.514352,34.63
1556596768000,1618,0.514352,34.8
1556596858200,1608,0.597312,34.88
1556596948500,1605,0.530944,34.99
1556597038700,1618,0.58072,35.08
1556597098900,1651,0.58072,35.17
1556597219200,1644,0.597312,35.26
1556597309500,1728,0.447984,35.27
1556597520000,1747,0.514352,35.1
1556597550100,1594,0.895968,35.02
1556598572900,1560,0.846192,30.49
1556598903800,1623,0.481168,30.69
1556599655900,613,0.613904,33.25
1556599956700,872,0.779824,33.48
1556599986800,746,0.74664,33.48
1556600107100,624,0.613904,33.53
1556600317700,624,0.8296,33.8
1556600498200,620,0.74664,33.95
1556600588400,678,0.481168,34.06
1556600618500,705,0.547536,34.09
1556600768900,872,0.049776,34.01
1556601099800,819,0.49776,33.39
1556601220100,945,0.530944,33.26
1556601280300,959,0.564128,33.25
1556601385000,844,0.66368,33.38
1556601401900,1015,0.978928,33.46
1556601431300,828,0.481168,33.42
1556601461300,929,0.58072,33.44
1556601521900,958,0.547536,33.51
1556601551900,891,0.530944,33.55
1556601581900,798,0.49776,33.57
1556601614300,977,0.647088,33.59
1556601653800,887,0.564128,33.63
1556601672500,861,0.547536,33.73
1556601793100,787,0.647088,33.82
1556601823100,850,0.514352,33.84
1556601852500,744,0.547536,33.89
1556601883100,763,0.547536,33.9
1556601913100,767,0.514352,33.9
1556601950300,837,0.597312,33.9
1556601981400,731,0.547536,34.0
1556602010200,673,0.564128,34.12
1556602039100,824,0.597312,34.27
1556602070200,794,0.58072,34.36
1556602093000,726,0.530944,34.46
1556602125500,730,0.514352,34.44
1556602153700,805,0.530944,34.37
1556602183700,803,0.547536,34.27
1556602213700,851,0.564128,34.24
1556602243700,850,0.58072,34.21
1556602273700,939,0.58072,34.24
1556602303700,793,0.846192,34.26
1556602393600,828,0.530944,34.14
1556602424300,882,0.796416,34.01
1556602454300,773,0.680272,33.94
1556602484300,818,1.07848,33.92
1556602514900,861,0.613904,33.91
1556602574300,945,0.597312,33.84
1556602604900,973,0.613904,33.82
1556602635500,1143,0.58072,33.8
1556602702000,1065,0.530944,33.79
1556602754800,1111,0.630496,33.89
1556602816600,1149,0.597312,33.97
1556602853200,1143,0.680272,33.95
1556602876000,1396,0.597312,33.97
1556602915600,1235,0.630496,33.88
1556602944400,1161,0.647088,34.04
1556602973200,1209,0.680272,34.1
1556602995000,1536,0.58072,34.13
1556603085200,1427,0.597312,34.1
1556603295800,952,0.547536,33.88
1556603927500,1872,0.530944,33.43
1556603987700,1938,0.796416,33.3
1556604108000,2070,0.680272,33.11
1556604408800,1029,0.613904,33.9
1556604619400,1278,0.862784,33.95
1556604769800,1441,0.597312,33.8
1556605371600,827,0.099552,32.66
1556605431800,934,0.895968,32.51
1556605552100,1023,0.66368,32.08
1556605792700,1104,0.564128,32.49
1556605852900,1136,0.647088,32.61
1556606274000,1351,0.730048,33.12
1556606424400,962,0.730048,33.27
1556606484600,1008,0.696864,33.35
1556607868700,630,0.99552,33.48
1556608079300,764,0.597312,32.61
1556608590800,635,0.763232,32.99
1556608711000,648,0.763232,32.86
1556609553300,923,0.530944,33.07
1556610335500,848,0.647088,32.95
1556612772000,613,0.696864,33.46
1556620729600,5736,0.99552,32.91
1556620789800,5311,0.66368,32.9
1556621150800,4081,1.211216,33.3
1556621301200,3612,0.547536,33.47
1556621361400,2586,0.945744,33.54
1556621632100,2086,0.564128,33.8
1556621722300,1813,0.597312,33.8
1556621963000,1200,0.481168,33.93
1556622023200,1138,0.381616,33.64
1556622143500,947,0.547536,33.59
1556622775200,531,0.49776,34.31
1556622835400,472,0.564128,34.29
1556623106100,505,0.680272,34.39
1556623286700,467,0.696864,34.39
1556623346800,482,0.398208,34.47
1556623707700,412,0.597312,34.74
1556623858200,451,0.564128,34.8
1556623888300,442,0.58072,34.85
1556623918300,462,1.16144,34.83
1556624098800,447,0.58072,34.88
1556624219200,441,0.348432,34.87
1556624249200,434,0.530944,34.9
1556624459900,404,0.647088,35.08
1556624489900,412,0.564128,35.09
1556624881000,461,0.74664,34.92
1556624941100,456,0.66368,34.89
1556625903800,368,0.613904,34.42
1556626084300,375,0.647088,34.35
1556626114300,391,0.713456,34.3
1556626234600,381,0.597312,34.39
