Timestamp,timestamp,confidence,type,OldTimestamp,ActivityScore
2019-04-30 01:06:42.100,1556586402100,0.86,ON_FOOT,0,0.1
2019-04-30 01:06:42.100,1556586402100,0.86,WALKING,1,0.5
2019-04-30 01:06:58.200,1556586418200,0.9,ON_FOOT,7,0.1
2019-04-30 01:06:58.200,1556586418200,0.9,WALKING,8,0.5
2019-04-30 01:07:11.200,1556586431200,0.86,ON_FOOT,14,0.1
2019-04-30 01:07:11.200,1556586431200,0.86,WALKING,15,0.5
2019-04-30 01:07:45.100,1556586465100,1.0,TILTING,28,
2019-04-30 01:07:51.400,1556586471400,0.93,ON_FOOT,29,0.1
2019-04-30 01:07:51.400,1556586471400,0.93,WALKING,30,0.5
2019-04-30 01:07:57.800,1556586477800,0.89,ON_FOOT,34,0.1
2019-04-30 01:07:57.800,1556586477800,0.89,WALKING,35,0.5
2019-04-30 01:08:05.500,1556586485500,1.0,TILTING,41,
2019-04-30 01:09:07.900,1556586547900,0.96,STILL,77,0.0
2019-04-30 01:10:34.700,1556586634700,0.96,STILL,117,0.0
2019-04-30 01:10:50.800,1556586650800,0.57,STILL,122,0.0
2019-04-30 01:11:22.100,1556586682100,0.82,STILL,135,0.0
2019-04-30 01:12:08.100,1556586728100,0.98,STILL,147,0.0
2019-04-30 01:12:22.100,1556586742100,1.0,STILL,151,0.0
2019-04-30 01:12:45.500,1556586765500,1.0,STILL,152,0.0
2019-04-30 01:13:05.100,1556586785100,1.0,STILL,153,0.0
2019-04-30 01:13:20.600,1556586800600,0.99,STILL,154,0.0
2019-04-30 01:13:34.500,1556586814500,1.0,STILL,156,0.0
2019-04-30 01:13:58.000,1556586838000,0.95,ON_FOOT,157,0.1
2019-04-30 01:13:58.000,1556586838000,0.95,WALKING,158,0.5
2019-04-30 01:14:10.900,1556586850900,0.96,ON_FOOT,163,0.1
2019-04-30 01:14:10.900,1556586850900,0.96,WALKING,164,0.5
2019-04-30 01:14:18.900,1556586858900,0.97,ON_FOOT,168,0.1
2019-04-30 01:14:18.900,1556586858900,0.97,WALKING,169,0.5
2019-04-30 01:14:27.200,1556586867200,0.98,ON_FOOT,171,0.1
2019-04-30 01:14:27.200,1556586867200,0.98,WALKING,172,0.5
2019-04-30 01:14:39.100,1556586879100,0.96,ON_FOOT,175,0.1
2019-04-30 01:14:39.100,1556586879100,0.96,WALKING,176,0.5
2019-04-30 01:14:47.200,1556586887200,0.97,ON_FOOT,180,0.1
2019-04-30 01:14:47.200,1556586887200,0.97,WALKING,181,0.5
2019-04-30 01:14:56.200,1556586896200,0.97,ON_FOOT,184,0.1
2019-04-30 01:14:56.200,1556586896200,0.97,WALKING,185,0.5
2019-04-30 01:15:05.200,1556586905200,0.97,ON_FOOT,187,0.1
2019-04-30 01:15:05.200,1556586905200,0.97,WALKING,188,0.5
2019-04-30 01:15:18.200,1556586918200,0.99,ON_FOOT,191,0.1
2019-04-30 01:15:18.200,1556586918200,0.99,WALKING,192,0.5
2019-04-30 01:15:31.200,1556586931200,0.96,ON_FOOT,194,0.1
2019-04-30 01:15:31.200,1556586931200,0.96,WALKING,195,0.5
2019-04-30 01:15:50.900,1556586950900,0.96,ON_FOOT,199,0.1
2019-04-30 01:15:50.900,1556586950900,0.96,WALKING,200,0.5
2019-04-30 01:15:58.500,1556586958500,1.0,TILTING,204,
2019-04-30 01:16:06.100,1556586966100,0.97,ON_FOOT,205,0.1
2019-04-30 01:16:06.100,1556586966100,0.97,WALKING,206,0.5
2019-04-30 01:16:09.700,1556586969700,1.0,TILTING,209,
2019-04-30 01:16:13.200,1556586973200,0.97,ON_FOOT,210,0.1
2019-04-30 01:16:13.200,1556586973200,0.97,WALKING,211,0.5
2019-04-30 01:16:17.400,1556586977400,1.0,TILTING,215,
2019-04-30 01:16:17.700,1556586977700,0.98,ON_FOOT,216,0.1
2019-04-30 01:16:17.700,1556586977700,0.98,WALKING,217,0.5
2019-04-30 01:16:36.900,1556586996900,0.97,ON_FOOT,219,0.1
2019-04-30 01:16:36.900,1556586996900,0.97,WALKING,220,0.5
2019-04-30 01:16:52.100,1556587012100,0.96,ON_FOOT,223,0.1
